compound,cas,group1,group2,group3,C,H,O,S,N,MW,anchor
"m-Menthane, (1S,3S)-(+)-",013837-67-7,Alkane,Cycloalkane,Alkylcycloalkane,10,20,,,,140.27,nonane
"1H-Inden-1-one, octahydro-7a-methyl-, trans-",017428-83-0,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
"2(1H)-Naphthalenone, octahydro-1-methyl-, (1α,4aβ,8aα)-",005337-93-9,Oxygenate,Carbonyl,Ketone,11,18,1,,,166.264,nonane
"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1.alpha.,2.beta.,5.alpha.)-",021102-88-5,Oxygenate,Carbonyl,Ketone,11,18,1,,,166.264,nonane
cis-Dihydrocarvone,003792-53-8,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
"Phenanthrene, 1,2,3,4,4a,9,10,10a-octahydro-1,1,4a-trimethyl-",055090-42-1,Aromatic,3+Ring,Partially hydrogenated,20,30,,,,270.46,nonane
"1,3-Benzodioxole",000274-09-9,Oxygenate,Dioxy,Benzodioxoles,7,6,2,,,122.123,nonane
"Benzene, 1,2-diethyl-",000135-01-3,Aromatic,1Ring,Alkylbenzene,10,14,,,,134.222,nonane
"Benzene, 1-methyl-4-(1-methylethenyl)-",001195-32-0,Aromatic,1Ring,Alkylbenzene,10,12,,,,132.206,nonane
"Cyclopentanone, 3,4-bis(methylene)-",027646-73-7,Oxygenate,Carbonyl,Cyclopentanone,7,8,1,,,108.14,nonane
"3-Methyl-2,3-dihydro-benzofuran",013524-73-7,Oxygenate,Furans,Benzofurans,9,10,1,,,134.178,nonane
2-Methoxy-5-methylbenzaldehyde,007083-19-4,Oxygenate,Carbonyl,Aldehyde,9,10,2,,,150.177,nonane
"3(2H)-Benzofuranone, 4,6-dimethyl-",020895-44-7,Oxygenate,Furans,Benzofuranones,10,10,2,,,162.188,nonane
"2-Propenoic acid, 3-phenyl-",000621-82-9,Oxygenate,Acid,,9,8,2,,,148.161,nonane
"Benzofuran, 2,3-dihydro-2,2,4,6-tetramethyl-",003698-49-5,Oxygenate,Furans,Benzofurans,12,16,1,,,176.259,nonane
Longiverbenone,064180-68-3,Oxygenate,Carbonyl,Ketone,15,22,1,,,218.34,nonane
"1,1'-biphenyl, 2,4,6-trimethyl-",1000400-33-5,Aromatic,2Ring,Biphenyl,15,16,,,,196.293,nonane
(E)-Stilbene,000103-30-0,Aromatic,1Ring,,14,12,,,,180.25,nonane
"1,4-epoxynaphthalene, 1,4-dihydro-1-methyl-",1000404-35-5,Oxygenate,Methoxies,Methoxyaromatic,12,12,1,,,172.227,nonane
.alpha.-Methylstyrene,000098-83-9,Aromatic,1Ring,Styrene,9,10,,,,118.179,nonane
"2,6,6-Trimethylbicyclo[3.2.0]hept-2-en-7-one",004613-37-0,Oxygenate,Carbonyl,Ketone,10,14,1,,,150.221,nonane
"2-Propenal, 3-(4-methylphenyl)-",001504-75-2,Oxygenate,Carbonyl,Aldehyde,10,10,1,,,146.189,nonane
4-Methoxycinnamaldehyde,001963-36-6,Oxygenate,Methoxies,4-Methoxycinnamaldehyde,10,10,2,,,162.188,nonane
ortho-Hydroxypropiophenone,000610-99-1,Oxygenate,Phenols,phenol-carbonyl,9,10,2,,,150.177,nonane
"Benzene, 1-methoxy-4-(1-methyl-2-propenyl)-",018272-83-8,Oxygenate,Methoxies,Methoxyaromatic,11,14,1,,,162.232,nonane
o-Hydroxybiphenyl,000090-43-7,Oxygenate,Phenols,Hydroxybiphenyl,12,10,1,,,170.211,nonane
"Phenol, 3-(2-phenylethenyl)-, (E)-",017861-18-6,Oxygenate,Phenols,,14,12,1,,,196.249,nonane
cis-7-Dodecen-1-yl acetate,014959-86-5,Oxygenate,Ester,,14,26,2,,,226.36,nonane
"Ethanone, 1-(2-methylphenyl)-",000577-16-2,Oxygenate,Carbonyl,Ketone,11,16,1,,,164.248,nonane
"2-Naphthalenol, 5,6,7,8-tetrahydro-",001125-78-6,Oxygenate,Naphthol/Indenol,Naphthol,10,12,1,,,148.205,nonane
"1-Phenanthrenecarboxaldehyde, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1S-(1.alpha.,4a.alpha.,10a.beta.)]-",024035-50-5,Oxygenate,Carbonyl,Ketone,20,28,1,,,284.443,nonane
"s-Indacene, 1,2,3,5,6,7-hexahydro-4,8-dimethyl-",055836-31-2,Aromatic,3+Ring,Partially hydrogenated,14,18,,,,186.298,nonane
"Benzo[a]fluorene, 1,2,3,4,6b,7,8,9,10,10a-decahydro-",095676-36-1,Aromatic,3+Ring,Partially hydrogenated,17,22,,,,226.363,nonane
"Cyclohexane, 1-(cyclohexylmethyl)-2-ethyl-, trans-",054934-92-8,Alkane,Cycloalkane,,15,28,,,,208.389,nonane
"1H-Indene, 3-butyl-1-methyl-",111400-84-1,Aromatic,2Ring,Indene,14,18,,,,186.298,nonane
"Butanal, 3-hydroxy-",000107-89-1,Oxygenate,Carbonyl,Aldehyde,4,8,2,,,88.106,nonane
"3-Ethoxy-1,2-propanediol",001874-62-0,Oxygenate,Alcohol,Diol,5,12,3,,,120.148,nonane
"2-Methoxy-1,3-dioxolane",019693-75-5,Oxygenate,Methoxies,,4,8,3,,,104.105,nonane
"Butanoic acid, 3-hydroxy-, methyl ester, (S)-",053562-86-0,Oxygenate,Ester,FAME,5,10,3,,,118.132,nonane
"Butanoic acid, 4-hydroxy-",000591-81-1,Oxygenate,Acid,,4,8,3,,,104.105,nonane
Norbornane,000279-23-2,Alkane,Cycloalkane,,7,12,,,,96.173,nonane
Methyl glyoxal,000078-98-8,Oxygenate,Carbonyl,Ketone,3,4,2,,,72.063,nonane
"Hydroperoxide, 1-methylhexyl",000762-46-9,Oxygenate,Methoxies,Peroxides,7,16,2,,,132.203,nonane
"1,6-Dideoxy-l-mannitol",068832-20-2,Oxygenate,Sugar,,6,14,4,,,150.174,nonane
"2,5-Hexanediol",002935-44-6,Oxygenate,Alcohol,Diol,6,14,2,,,118.176,nonane
"2,3-Dimethylfumaric acid",,Oxygenate,Acid,,6,8,4,,,144.126,nonane
"1,2,3-Butanetriol",004435-50-1,Oxygenate,Alcohol,Triol,4,10,3,,,106.121,nonane
"2-Heptanol, 5-ethyl-",019780-40-6,Oxygenate,Alcohol,,9,20,1,,,144.258,nonane
4-Methyl-2-hexanol,002313-61-3,Oxygenate,Alcohol,,7,16,1,,,116.204,nonane
"1,6-Dideoxygalactitol",1000126-01-8,Oxygenate,Sugar,,6,14,6,,,182.172,nonane
2-Dodecanol,010203-28-8,Oxygenate,Alcohol,,12,26,1,,,186.339,nonane
5-(1-Methylethyl)-8-hydroxynonan-2-one,055023-54-6,Oxygenate,Carbonyl,Hydroxyketone,12,24,2,,,200.322,nonane
"4-Pentenoic acid, 2-formyl-2-methyl-, ethyl ester",079164-14-0,Oxygenate,Ester,,9,14,3,,,170.208,nonane
2-Nonenoic acid,003760-11-0,Oxygenate,Acid,,9,16,2,,,156.225,nonane
"1,4-Pentanediol",000626-95-9,Oxygenate,Alcohol,Diol,5,12,2,,,104.149,nonane
"2-Pentanone, 5-hydroxy-",001071-73-4,Oxygenate,Carbonyl,Hydroxyketone,5,10,2,,,102.133,nonane
"2-Buten-1-ol, acetate",000628-08-0,Oxygenate,Ester,,6,10,2,,,114.144,nonane
"3,6-Heptanedione",001703-51-1,Oxygenate,Carbonyl,diketone,7,12,2,,,128.171,nonane
Pantolactone,000599-04-2,Oxygenate,Carbonyl,Ketone,6,10,3,,,130.143,nonane
"1,2-Propanediol, 1-acetate",000627-69-0,Oxygenate,Ester,,5,10,3,,,118.132,nonane
"2-Pentanone, 5-methoxy-",17429-04-8,Oxygenate,Methoxies,,6,12,2,,,116.16,nonane
Furaneol,003658-77-3,Oxygenate,Furans,Furaneol,6,8,3,,,128.127,nonane
"2,5-Dimethylfuran-3,4(2H,5H)-dione",068755-49-7,Oxygenate,Furans,Furandiones,6,8,3,,,128.127,nonane
"1,2-Cyclopentanediol, 3-methyl-",027583-37-5,Oxygenate,Alcohol,Diol,6,12,2,,,116.16,nonane
"1-Phenanthrenol, tetradecahydro-4b,8,8-trimethyl-, [1R-(1.alpha.,4a.beta.,4b.alpha.,8a.beta.,10a.alpha.)]-",005720-71-8,Oxygenate,Alcohol,,14,20,1,,,204.313,nonane
10-Methylanthracene-9-carboxaldehyde,007072-00-6,Oxygenate,Carbonyl,Aldehyde,16,12,1,,,220.271,nonane
2-Butanoyl-5-methylfuran,090673-55-5,Oxygenate,Furans,,9,12,2,,,152.193,nonane
"Ethanone, 1-(2-hydroxy-5-methoxyphenyl)-",000705-15-7,Oxygenate,Carbonyl,Hydroxyketone,9,10,3,,,166.176,nonane
"5-isopropyl-6,6-dimethyl-hept-3-ene-2,5-diol",,Oxygenate,Alcohol,Diol,12,24,2,,,200.322,nonane
3-Methyl-3-oxetanemethanol,003143-02-0,Oxygenate,Alcohol,,5,10,2,,,102.133,nonane
"2-Propen-1-ol, 2-methyl-",000513-42-8,Oxygenate,Alcohol,,11,14,1,,,162.232,nonane
"2-Pentenoic acid, 4-hydroxy-",028525-83-9,Oxygenate,Acid,,5,8,3,,,116.116,nonane
3-Hexanol,000623-37-0,Oxygenate,Alcohol,,6,14,1,,,102.177,nonane
2-Hexanol,000626-93-7,Oxygenate,Alcohol,,6,14,1,,,102.177,nonane
"1,3-Cyclobutanediol, 2,2,4,4-tetramethyl-",003010-96-6,Oxygenate,Alcohol,Diol,8,16,2,,,144.214,nonane
"1,2-Ethyl-4,6-dimethyltetrahydropyran",,Oxygenate,Pyran,,9,18,1,,,142.242,nonane
"2-Hexenal, (E)-",006728-26-3,Oxygenate,Carbonyl,Aldehyde,6,10,1,,,98.145,nonane
Caprolactam,000105-60-2,Nitrogen Compound,,,6,11,1,,1,113.1597,nonane
"Cyclopentene, 1,2,3,3,4-pentamethyl-",022520-40-7,Alkene,Cycloalkene,,10,18,,,,138.254,nonane
"4,5-Octanediol",0022607-10-9,Oxygenate,Alcohol,Diol,8,18,2,,,146.23,nonane
"Propanedioic acid, (1-methyl-2-propenyl)-, diethyl ester",000759-35-3,Oxygenate,Ester,Acid/Ester,11,18,4,,,214.261,nonane
"Octanoic acid, 2-propenyl ester",004230-97-1,Oxygenate,Ester,Acid/Ester,11,20,2,,,184.279,nonane
"2-Cyclopentene-1-carboxylic acid, 1,2,3-trimethyl-",006894-69-5,Oxygenate,Acid,,9,14,2,,,154.209,nonane
"Ethanone, 1-(2-methyl-1-cyclopenten-1-yl)-",003168-90-9,Oxygenate,Carbonyl,Ketone,8,12,1,,,124.183,nonane
"3(2H)-Furanone, 2-(1-hydroxy-1-methyl-2-oxopropyl)-2,5-dimethyl-",010410-20-5,Oxygenate,Furans,Furanones,10,14,4,,,198.218,nonane
"2,4(3H,5H)-Furandione, 3,5-dimethyl-",005460-81-1,Oxygenate,Furans,Furandiones,6,8,3,,,128.127,nonane
"3,5-Dimethyl-2-furyl methyl ketone",022940-86-9,Oxygenate,Furans,Furanones,8,10,2,,,138.166,nonane
"Benzenemethanol, 4-methoxy-",000105-13-5,Oxygenate,Methoxies,Methoxyaromatic,8,10,2,,,138.166,nonane
"4,4'-(1,3-Dimethylbutylidene)bisphenol",006807-17-6,Oxygenate,Phenols,diphenols,18,22,2,,,270.372,nonane
E-2-Benzylidenecyclohexanone,001467-15-8,Oxygenate,Carbonyl,Ketone,13,14,1,,,186.254,nonane
"Cyclopentanol, 2-cyclopentylidene-",006261-30-9,Oxygenate,Alcohol,,10,16,1,,,152.237,nonane
"3,7-Benzofurandiol, 2,3-dihydro-2,2-dimethyl-",017781-15-6,Oxygenate,Furans,Furandiols,10,12,3,,,180.203,nonane
"2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (R)-",039721-65-8,Oxygenate,Carbonyl,Ketone,13,22,1,,,194.318,nonane
"1H-Naphthalen-2-one, 3,4,5,6,7,8-hexahydro-4a,8a-dimethyl-",1000164-27-1,Oxygenate,Carbonyl,Ketone,12,20,1,,,180.291,nonane
"4-(Methylmercapto)phenol, acetate",1000353-05-2,Sulfur Compound,mercapto,,9,10,2,1,,182.242,nonane
Ethyl 4-(ethyloxy)-2-oxobut-3-enoate,1000305-38-2,Oxygenate,Ester,,8,12,4,,,172.18,nonane
"2,4-Hexadienoic acid, ethyl ester, (2E,4E)-",002396-84-1,Oxygenate,Ester,Acid/Ester,8,12,2,,,140.182,nonane
"Hexahydro-pentalene-1,6-dione",090953-74-5,Oxygenate,Carbonyl,diketone,8,10,2,,,138.166,nonane
1-(3-Hydroxyphenyl)urea,000701-82-6,Nitrogen Compound,,,7,8,2,,2,152.1524,nonane
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-",007764-50-3,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
1-Methoxyadamantane,006221-74-5,Alkane,Cycloalkane,,11,18,,,,150.265,nonane
"Acetaldehyde, (3,3-dimethylcyclohexylidene)-, (Z)-",026532-24-1,Oxygenate,Carbonyl,Aldehyde,10,16,1,,,152.237,nonane
"Cyclohexanol, 2-methyl-3-(1-methylethenyl)-, acetate, (1α,2α,3α)-",054845-29-3,Oxygenate,Ester,,12,20,2,,,196.29,nonane
t-Butylhydroquinone,001948-33-0,Oxygenate,Phenols,Hydrquinones,10,14,2,,,166.22,nonane
"2-Butanol, 3-methyl-",000598-75-4,Oxygenate,Alcohol,,5,12,1,,,88.15,nonane
2-Pentanol,006032-29-7,Oxygenate,Alcohol,,5,12,1,,,88.15,nonane
n-Caproic acid vinyl ester,003050-69-9,Oxygenate,Ester,Acid/Ester,8,14,2,,,142.198,nonane
"(2R,4R)-(-)-Pentanediol",042075-32-1,Oxygenate,Alcohol,Diol,5,12,2,,,104.149,nonane
"2,4-Pentanediol",000625-69-4,Oxygenate,Alcohol,Diol,5,12,2,,,104.149,nonane
"3-Pentanol, 2,4-dimethyl-",000600-36-2,Oxygenate,Alcohol,,7,16,1,,,116.204,nonane
"Hexanoic acid, ethyl ester",000123-66-0,Oxygenate,Ester,Acid/Ester,8,16,2,,,144.214,nonane
"2(3H)-Furanone, 5-(acetyloxy)dihydro-5-methyl-",057681-51-3,Oxygenate,Furans,Furanones,5,8,2,,,100.117,nonane
(2-Methyloxan-2-yl)methanol,,Oxygenate,Alcohol,,4,8,2,,,88.106,nonane
"2,4-Pentadienoic acid, 3,4-dimethyl-, isopropyl ester",,Oxygenate,Ester,Acid/Ester,10,16,2,,,168.236,nonane
"2H-Pyran-2-one, 5-ethylidenetetrahydro-4-(2-hydroxyethyl)-",038965-49-0,Oxygenate,Pyran,Pyranones,9,14,3,,,170.208,nonane
6-Methyl-6-(5-methylfuran-2-yl)heptan-2-one,050464-95-4,Oxygenate,Furans,Furanones,13,10,2,,,198.221,nonane
sec-Butyl acetate,000105-46-4,Oxygenate,Ester,,6,12,2,,,116.16,nonane
"2-Pentanol, 4-methyl-",000108-11-2,Oxygenate,Alcohol,,6,14,1,,,102.177,nonane
"Cyclopentanol, 2-methyl-, cis-",025144-05-2,Oxygenate,Alcohol,,6,12,1,,,100.161,nonane
"2(3H)-Furanone, 5-ethyldihydro-5-methyl-",002865-82-9,Oxygenate,Furans,Furanones,7,12,1,,,112.172,nonane
"2-Cyclopenten-1-one, 3,4,5-trimethyl-",055683-21-1,Oxygenate,Carbonyl,Cyclopentenone,8,12,1,,,124.183,nonane
2-Ethyl-3-methoxy-2-cyclopentenone,025112-86-1,Oxygenate,Carbonyl,Cyclopentenone,8,12,2,,,140.182,nonane
Pulegone,000089-82-7,Oxygenate,Carbonyl,Ketone,10,16,1,,,152.237,nonane
Trimethylene glycol monomethyl ether,001589-49-7,Oxygenate,Ether,,4,10,2,,,90.122,nonane
"1,4-Cyclohexanediol",000556-48-9,Oxygenate,Alcohol,Diol,6,12,2,,,116.16,nonane
5-Aminovaleric acid,000660-88-8,Nitrogen Compound,Acid,,5,11,2,,1,117.1477,nonane
"Propane-1,1-diol diacetate",033931-80-5,Oxygenate,Alcohol,Diol,7,12,4,,,160.169,nonane
"2,4-Dihydroxy-2,5-dimethyl-3(2H)-furan-3-one",010230-62-3,Oxygenate,Furans,Furanones,6,8,4,,,144.126,nonane
3-(Methoxymethoxy)butanoic acid,1086255-73-3,Oxygenate,Acid,,6,12,4,,,148.158,nonane
"1-Pentanol, 2-methyl-, acetate",007789-99-3,Oxygenate,Ester,,8,16,2,,,144.214,nonane
"Octanoic acid, 7-oxo-, methyl ester",016493-42-8,Oxygenate,Ester,Acid/Ester,9,16,3,,,172.224,nonane
"2-Pentanone, 4-hydroxy-",004161-60-8,Oxygenate,Carbonyl,Hydroxyketone,5,10,2,,,102.133,nonane
"1,3-Dioxolane-2-ethanol, 2-methyl-, acetate",068039-72-5,Oxygenate,Ester,,8,14,4,,,174.196,nonane
"3-Hexen-1-ol, acetate, (Z)-",003681-71-8,Oxygenate,Ester,,8,14,2,,,142.198,nonane
